subject,window,window_index,status,status_name,label_major,t_start_sec,t_end_sec,major_ratio,bvp_missing_ratio,acc_missing_ratio,missing_flag,flatline_flag,clipping_ratio,clipping_flag,n_peaks,peak_sparse_flag,ibi_pass_ratio,valid_beat_ratio,ibi_plausibility,ibi_mean_sec,median_template_corr,notch_foot_peak_detectability,acc_diff_mean,acc_diff_exceed_ratio,acc_diff_flag,psd_corr_x,psd_corr_y,psd_corr_z,psd_corr_mag,psd_corr_max,psd_corr_flag,motion_score_raw,motion_score,SQI_stress_basic,SQI_stress_morph,hard_reject,motion_threshold_subject_p80,qc_relaxed_pass,TPV22,TPV9,TPV4,TPV2,TPV0,TPV28,TPV8,TPV19,TPV14,TPV26,TPV11
S10,window11,11,0,baseline,1,720.0,780.0,1.0,0.0,0.0,0,0,0.022916666666666665,0,86,0,0.9882352941176471,0.7176470588235294,0.9882352941176471,0.6976102941176471,0.8649134586180374,0.9994308352470398,1.3223292827606201,0.6925482021886399,1,0.8279803947541812,0.80917379539302,0.7958675676428688,0.8819993082930243,0.8819993082930243,0,1.752213954925537,1.0,0.6441799199383524,-0.12097275006314245,1,1.0,0,907.0,0.0076699941419065,0.0076262466609478,0.047750480473041534,0.040124233812093735,0.00974264182150364,0.0033915862441062927,0.02828720398247242,0.023709168657660484,6.043978691101074,42.4907341003418
S10,window12,12,0,baseline,1,780.0,840.0,1.0,0.0,0.0,0,0,0.022135416666666668,0,89,0,0.9886363636363636,0.8181818181818182,0.9886363636363636,0.6750710227272727,0.8992756516380699,1.0,0.7587186098098755,0.6565919749869724,1,0.7361348290849486,0.6394049901325254,0.7048843084858015,0.6433533724206011,0.7361348290849486,0,1.1041884422302246,1.0,0.694782695491421,-0.08199926890866438,1,1.0,0,970.0,0.006014326587319374,0.007878029718995094,0.04872193932533264,0.0408439077436924,0.011463846080005169,0.0024291793815791607,0.019292909651994705,0.01564556360244751,5.719175338745117,53.11857986450195
S10,window13,13,0,baseline,1,840.0,900.0,1.0,0.0,0.0,0,0,0.02265625,0,88,0,0.9770114942528736,0.735632183908046,0.9770114942528736,0.6799568965517241,0.7669238210668112,0.9536418318748474,1.035012125968933,0.6086503387180824,1,0.7441995123302473,0.8843359917467214,0.6599450230627938,0.7801861035847125,0.8843359917467214,0,1.2675840854644775,1.0,0.6197323187338365,-0.15376663274159685,1,1.0,0,934.0,0.008087245747447014,0.00819920189678669,0.047065578401088715,0.038866374641656876,0.011168990284204483,0.0028785900212824345,0.02650619111955166,0.021888796240091324,5.962247848510742,14.628581047058105
S10,window14,14,0,baseline,1,900.0,960.0,1.0,0.0,0.0,0,0,0.022135416666666668,0,95,0,1.0,0.851063829787234,1.0,0.6298204787234043,0.9291311238913025,1.0,0.5301247239112854,0.36216779572694113,1,0.6666665423028235,0.7643503921151565,0.7496112167398807,0.6991201451237608,0.7643503921151565,0,0.8441691398620605,0.8441691398620605,0.7347479550960783,0.09343279004693528,1,1.0,0,959.0,0.004566189367324114,0.006931144744157791,0.0447341725230217,0.03780302405357361,0.010247359983623028,0.002150038257241249,0.016118504106998444,0.013548605144023895,5.6178765296936035,121.20600128173828
S10,window15,15,0,baseline,1,960.0,1020.0,1.0,0.0,0.0,0,0,0.021614583333333333,0,90,0,1.0,0.9325842696629213,1.0,0.6702949438202247,0.9851223062446506,1.0,0.16248218715190887,0.25273579989577905,1,0.6434672923309228,0.6500141576270981,0.43286378578507506,0.3957847080113357,0.6500141576270981,0,0.18907807767391205,0.18907807767391205,0.8496625919711724,0.786977779786127,1,1.0,0,901.0,0.005276791751384735,0.006151695270091295,0.04108227416872978,0.034930575639009476,0.007997912354767323,0.0027255788445472717,0.02241113968193531,0.018606510013341904,5.972594738006592,30.190975189208984
S10,window16,16,0,baseline,1,1020.0,1080.0,1.0,0.0,0.0,0,0,0.020572916666666666,0,95,0,1.0,0.9893617021276596,1.0,0.6308178191489362,0.9786382738494634,1.0,0.37856072187423706,0.39030745179781134,1,0.5690833912900614,0.320878920350682,0.5651034890735313,0.6413777934516627,0.6413777934516627,0,0.5725576877593994,0.5725576877593994,0.8320803942299629,0.4189103913412644,1,1.0,0,884.0,0.004213831387460232,0.007700770627707243,0.054376453161239624,0.046675682067871094,0.011907926760613918,0.0019766800105571747,0.016300193965435028,0.013283048756420612,5.307644367218018,112.95993041992188
S10,window17,17,0,baseline,1,1080.0,1140.0,1.0,0.0,0.0,0,0,0.02109375,0,102,0,1.0,0.9504950495049505,1.0,0.5895730198019802,0.9694647103641848,0.9960647821426392,0.5252619981765747,0.3590411672746222,1,0.8647249355097837,0.8072604904244205,0.8045591293967412,0.6181416828680752,0.8647249355097837,0,0.9078391790390015,0.9078391790390015,0.7802535150073354,0.06869170893918963,1,1.0,0,927.0,0.0024511897936463356,0.005820359103381634,0.038527533411979675,0.03270717337727547,0.009518254548311234,0.0011146031320095062,0.009047660045325756,0.007720653899013996,5.146522521972656,72.11927795410156
S10,window18,18,0,baseline,1,1140.0,1200.0,1.0,0.0,0.0,0,0,0.022135416666666668,0,93,0,1.0,0.8260869565217391,1.0,0.6462296195652174,0.9441794471775568,1.0,1.0750102996826172,0.6508598228243877,1,0.775454057985679,0.733203154471963,0.7725209289297373,0.4906636645793226,0.775454057985679,0,1.8808491230010986,1.0,0.7136886167619626,-0.06612905124908908,1,1.0,0,921.0,0.005708004347980022,0.0065634106285870075,0.042138468474149704,0.035575058311223984,0.008819599635899067,0.0025997385382652283,0.02052576281130314,0.017586611211299896,5.9513020515441895,33.26953125
S10,window19,19,0,baseline,1,1200.0,1260.0,1.0,0.0,0.0,0,0,0.02109375,0,101,0,1.0,0.87,1.0,0.5953125,0.975141349885762,1.0,0.7862087488174438,0.6102136529442418,1,0.6307927272704229,0.7261040102684904,0.7298960960836502,0.7538633311915511,0.7538633311915511,0,1.0932884216308594,1.0,0.7405424049657287,-0.045214662528559435,1,1.0,0,866.0,0.0063551380299031734,0.007586566731333733,0.04898831993341446,0.041401755064725876,0.010558095760643482,0.00269651529379189,0.021472923457622528,0.017969604581594467,5.747260570526123,89.08979797363281
S10,window20,20,1,stress,2,3240.0,3300.0,1.0,0.0,0.0,0,0,0.021354166666666667,0,104,0,1.0,0.8446601941747572,1.0,0.5790351941747572,0.8589364706294955,0.9885376691818237,1.607998251914978,0.6524231370505471,1,0.5221843949449704,0.7652670710569032,0.8216508551576758,0.15027756755914615,0.8216508551576758,0,2.9295918941497803,1.0,0.6955450188587516,-0.08473340679474295,1,1.0,0,952.0,0.006282550282776356,0.007267324719578028,0.04685039818286896,0.03958307206630707,0.010001624934375286,0.0025530534330755472,0.02015153132379055,0.016182271763682365,5.934147357940674,36.78281784057617
S10,window21,21,1,stress,2,3300.0,3360.0,1.0,0.0,0.0,0,0,0.021354166666666667,0,107,0,1.0,0.7264150943396226,1.0,0.5623525943396226,0.7251593003002742,0.9666097164154053,3.046257257461548,0.7326732673267327,1,0.7351783920661921,0.7937962883383762,0.8367801840669269,0.4282756206869339,0.8367801840669269,0,5.121241092681885,1.0,0.6081138278259314,-0.1591332175191933,1,1.0,0,965.0,0.008784100413322449,0.008200379088521004,0.050587911158800125,0.04238753393292427,0.010485956445336342,0.003409363329410553,0.02680867351591587,0.021873893216252327,6.1126179695129395,21.772201538085938
S10,window22,22,1,stress,2,3360.0,3420.0,1.0,0.0,0.0,0,0,0.02109375,0,99,0,1.0,0.8061224489795918,1.0,0.5980548469387755,0.820048012172848,0.9035977721214294,1.0651530027389526,0.5320479416362689,1,-0.48279197210382363,0.7067692218980393,0.8673126383033517,-0.29390663418145974,0.8673126383033517,0,2.218050479888916,1.0,0.6684633832436911,-0.12725181923255313,1,1.0,0,918.0,0.005366368219256401,0.007131082005798817,0.04494050517678261,0.03780942037701607,0.010219821706414223,0.002200538059696555,0.01670418120920658,0.013801729306578636,5.734622955322266,93.03900146484375
S10,window23,23,1,stress,2,3420.0,3480.0,1.0,0.0,0.0,0,0,0.021614583333333333,0,103,0,1.0,0.6862745098039216,1.0,0.5787377450980392,0.7725318036153257,0.8964257836341858,1.0514315366744995,0.5523710265763419,1,-0.028463866645426435,0.6581574558916571,0.7290924168073246,0.04612515162181776,0.7290924168073246,0,2.347795009613037,1.0,0.6062693450061664,-0.17687825024644566,1,1.0,0,943.0,0.004230354446917772,0.0064779347740113735,0.04457702487707138,0.03809908777475357,0.009437238797545433,0.002151365391910076,0.017048612236976624,0.0139252208173275,5.542977333068848,171.6593017578125
S10,window24,24,1,stress,2,3480.0,3540.0,1.0,0.0,0.0,0,0,0.021614583333333333,0,98,0,1.0,0.8350515463917526,1.0,0.6105025773195877,0.8495608423707416,0.9302195906639099,0.8824843168258667,0.42678478374153206,1,0.7730697829797006,0.6695474134493692,0.8086313713472211,0.8568148114685299,0.8568148114685299,0,2.0616652965545654,1.0,0.6888888712679236,-0.10453942782381143,1,1.0,0,979.0,0.0044448841363191605,0.0055755130015313625,0.0427262969315052,0.037150781601667404,0.007682690862566233,0.002174653112888336,0.015924688428640366,0.013289863243699074,5.85188627243042,125.80126190185547
S10,window25,25,1,stress,2,3540.0,3600.0,1.0,0.0,0.0,0,0,0.021354166666666667,0,98,0,1.0,0.8762886597938144,1.0,0.6140463917525774,0.838512179164128,0.8587006032466888,0.622002899646759,0.5455966649296509,1,-0.06366729648609505,0.7239062179283232,0.7850672321772527,-0.6327916460538686,0.7850672321772527,0,0.9256017804145813,0.9256017804145813,0.7095089396253061,-0.038411986873732706,1,1.0,0,970.0,0.0030493633821606636,0.0062606483697891235,0.043001819401979446,0.03674117103219032,0.009922181256115437,0.0013684474397450686,0.010415861383080482,0.008566795848309994,5.36549186706543,63.1867561340332
S10,window26,26,1,stress,2,3600.0,3660.0,1.0,0.0,0.0,0,0,0.020833333333333332,0,103,0,1.0,0.7647058823529411,1.0,0.5845588235294118,0.7376587133636574,0.9080756902694702,0.5241997241973877,0.4179260031266285,1,0.14666260370921877,0.7492487711814455,0.6314077921851278,0.03528287851552496,0.7492487711814455,0,1.316064715385437,1.0,0.6271799669502737,-0.15915463438583577,1,1.0,0,965.0,0.004814032465219498,0.0058392793871462345,0.04160440340638161,0.03576512262225151,0.007839850150048733,0.0024677268229424953,0.01903459057211876,0.01547698862850666,5.841882228851318,153.5889434814453
S10,window27,27,1,stress,2,3660.0,3720.0,1.0,0.0,0.0,0,0,0.021875,0,106,0,1.0,0.9047619047619048,1.0,0.5632440476190477,0.9063317214410349,0.9676539301872253,0.10220430791378021,0.24022928608650337,1,-0.18565107112934545,0.14098064717907138,0.30939693887566977,0.008999664778978943,0.30939693887566977,0,0.10692886263132095,0.10692886263132095,0.8231113920739404,0.8329961217043156,1,1.0,0,967.0,0.007697300054132938,0.007903030142188072,0.047820959240198135,0.039917927235364914,0.009526207111775875,0.0041529592126607895,0.03274187818169594,0.027817778289318085,6.207658767700195,22.984066009521484
S10,window28,28,1,stress,2,3720.0,3780.0,1.0,0.0,0.0,0,0,0.021354166666666667,0,103,0,1.0,0.803921568627451,1.0,0.5758272058823529,0.8151480376364342,0.9154745936393738,0.4472268223762512,0.37936425221469516,1,0.08313642482781165,0.453477780111974,0.7241889928407083,-0.5477944828924836,0.7241889928407083,0,0.6906446218490601,0.6906446218490601,0.6970485765570046,0.1831875065581272,1,1.0,0,926.0,0.006280176341533661,0.00746112409979105,0.050382450222969055,0.04292132332921028,0.010222386568784714,0.002654967363923788,0.020502718165516853,0.016768116503953934,5.862689018249512,65.94587707519531
S10,window29,29,1,stress,2,3780.0,3840.0,1.0,0.0,0.0,0,0,0.022395833333333334,0,96,0,1.0,0.8315789473684211,1.0,0.6259868421052631,0.9160368792606303,0.9465643763542175,0.39167648553848267,0.5997915581031787,1,-0.40597014514942775,0.022680320334308418,0.6147547151413207,-0.3127017104784677,0.6147547151413207,0,0.5869584083557129,0.5869584083557129,0.7487468018899861,0.3281655897585254,1,1.0,0,947.0,0.006120453588664532,0.007219131104648113,0.046891987323760986,0.0396728552877903,0.009493688121438026,0.003009781241416931,0.025055188685655594,0.02091689594089985,5.973315715789795,80.19669342041016
S10,window30,30,1,stress,2,3840.0,3900.0,1.0,0.0,0.0,0,0,0.022135416666666668,0,97,0,1.0,0.7604166666666666,1.0,0.6144205729166666,0.8341387746826572,0.9305219650268555,0.6511131525039673,0.5747785304846275,1,0.30402570964547215,0.6248682680879113,0.3216309746348232,-0.23413804243144012,0.6248682680879113,0,1.2527073621749878,1.0,0.6544082990714638,-0.1307098150726218,1,1.0,0,961.0,0.006703034974634647,0.007712532766163349,0.04814256727695465,0.04043003171682358,0.010594815015792847,0.003061877563595772,0.024486755952239037,0.020203040912747383,5.848573207855225,64.10542297363281
S10,window31,31,2,meditation,4,4920.0,4980.0,1.0,0.0,0.0,0,0,0.021354166666666667,0,76,0,1.0,0.8266666666666667,1.0,0.781875,0.7927730104141845,0.727780669927597,0.6200860142707825,0.7008858780614904,1,0.9008195342875901,0.49096107575946113,0.7954931415580098,0.3728720752594556,0.9008195342875901,1,0.8528944849967957,0.8528944849967957,0.6832091212912423,-0.024756064911350295,1,1.0,0,904.0,0.003511064685881138,0.004768280778080225,0.03306696563959122,0.02829868532717228,0.006785384379327297,0.0016054683364927769,0.013699537143111229,0.011372974142432213,5.732268333435059,38.121185302734375
S10,window32,32,2,meditation,4,4980.0,5040.0,1.0,0.0,0.0,0,0,0.024739583333333332,0,76,0,1.0,0.9333333333333333,1.0,0.7829166666666667,0.9163924670529505,0.42678746581077576,0.4235692322254181,0.7264200104220948,1,-0.17739006719808817,0.12071168975511846,0.08043912511293799,-0.15260806644291097,0.12071168975511846,0,0.3777764141559601,0.3777764141559601,0.8104734320336225,0.4380185690599714,1,1.0,0,943.0,0.005928654223680496,0.005991594400256872,0.036264918744564056,0.030273323878645897,0.006926033645868301,0.003400484099984169,0.02795514650642872,0.022858107462525368,6.216527462005615,110.22541809082031
S10,window33,33,2,meditation,4,5040.0,5100.0,1.0,0.0,0.0,0,0,0.024479166666666666,0,77,0,1.0,0.9605263157894737,1.0,0.7835115131578947,0.9178564274353102,0.44880667328834534,0.4070274531841278,0.7180823345492444,1,-0.04971123226388195,0.18850214711507834,0.3088880308170801,-0.08343939449567013,0.3088880308170801,0,0.376482218503952,0.376482218503952,0.8219192326959873,0.4533414514138039,1,1.0,0,890.0,0.0064053889364004135,0.005683463532477617,0.034335993230342865,0.028652528300881386,0.006618129089474678,0.0030630636028945446,0.02689884975552559,0.022229809314012527,6.141435623168945,140.4866943359375
S10,window34,34,2,meditation,4,5100.0,5160.0,1.0,0.0,0.0,0,0,0.02265625,0,79,0,1.0,0.8461538461538461,1.0,0.7548076923076923,0.7520026511229934,0.7760635018348694,0.34142372012138367,0.655549765502866,1,-0.07496796242400439,0.173840925459017,0.32562755912941455,-0.06856411657118765,0.32562755912941455,0,0.27649715542793274,0.27649715542793274,0.7364126182556432,0.5593655366576868,1,1.0,0,923.0,0.0065809134393930435,0.006287931464612484,0.038124341517686844,0.031836409121751785,0.007245282642543316,0.0035986173897981644,0.027392754331231117,0.022875769063830376,6.208874702453613,62.08466339111328
S10,window35,35,2,meditation,4,5160.0,5220.0,1.0,0.0,0.0,0,0,0.02265625,0,80,0,1.0,0.8354430379746836,1.0,0.7515822784810127,0.7309761711791264,0.8787283301353455,0.4015059769153595,0.6951537258989057,1,-0.1452883394451542,0.21889634391077412,0.22085631933446603,-0.14742339647603017,0.22085631933446603,0,0.37676751613616943,0.37676751613616943,0.7157933149299944,0.4762915205848537,1,1.0,0,922.0,0.006784028373658657,0.0066152955405414104,0.038150932639837265,0.03153563663363457,0.007966766133904457,0.003428291529417038,0.028495775535702705,0.02379102259874344,6.101581573486328,91.77812957763672
S10,window36,36,2,meditation,4,5220.0,5280.0,1.0,0.0,0.0,0,0,0.023177083333333334,0,76,0,1.0,0.8933333333333333,1.0,0.7954166666666667,0.9657147518295367,0.25081632286310196,0.14394186437129974,0.2365815528921313,1,-0.13456293083272794,-0.1929649745804249,0.3302328286430139,-0.14348772723465367,0.3302328286430139,0,0.1637505143880844,0.1637505143880844,0.8306727074433858,0.6083822542850752,1,1.0,0,913.0,0.006596590392291546,0.006460004951804876,0.03752312436699867,0.03106311894953251,0.007533723022788763,0.0036022961139678955,0.027715295553207397,0.023127445951104164,6.169139862060547,61.62128829956055
S11,window1,1,0,baseline,1,120.0,180.0,1.0,0.0,0.0,0,0,0.020833333333333332,0,74,0,1.0,0.9041095890410958,1.0,0.8065068493150684,0.7471331542392831,0.8530943989753723,0.9820446372032166,0.5247524752475248,1,0.7058451899217333,0.8127616962222571,0.7848548203890467,0.6815325647006456,0.8127616962222571,0,2.1690382957458496,1.0,0.6857837818882232,-0.12871023498400747,1,1.0,0,930.0,0.006055031903088093,0.007525493856519461,0.04693945497274399,0.03941395878791809,0.010361538268625736,0.0029619280248880386,0.022728711366653442,0.01915740594267845,5.756221771240234,188.38531494140625
S11,window2,2,0,baseline,1,180.0,240.0,1.0,0.0,0.0,0,0,0.024479166666666666,0,76,0,1.0,0.9333333333333333,1.0,0.7816666666666666,0.8440315370640608,1.0,0.2766568064689636,0.5273579989577906,1,-0.18042807610129888,-0.413424422995805,0.14583677896494068,-0.48165435282813157,0.14583677896494068,0,0.2928869426250458,0.2928869426250458,0.797254100190047,0.6481209416409695,1,1.0,0,858.0,0.00499593373388052,0.005194382276386023,0.030412591993808746,0.025218209251761436,0.006482688244432211,0.0024952758103609085,0.020400557667016983,0.017111262306571007,5.967034816741943,181.7566375732422
S11,window3,3,0,baseline,1,240.0,300.0,1.0,0.0,0.0,0,0,0.024479166666666666,0,76,0,1.0,0.84,1.0,0.793125,0.9586699551515642,1.0,0.4820152819156647,0.47628973423658155,1,0.7375052321436981,0.5735388541223155,0.7117318626281199,0.6566578976497321,0.7375052321436981,0,0.6322779059410095,0.6322779059410095,0.7603731959513682,0.30938958284688156,1,1.0,0,890.0,0.0058277565985918045,0.00596640445291996,0.03504272922873497,0.02907632291316986,0.007713659666478634,0.0026768152602016926,0.023145079612731934,0.019728384912014008,5.9789581298828125,45.27189254760742
S11,window4,4,0,baseline,1,300.0,360.0,1.0,0.0,0.0,0,0,0.022135416666666668,0,84,0,1.0,0.7590361445783133,1.0,0.7163027108433735,0.9707460032546009,1.0,0.8152263760566711,0.5831162063574779,1,0.8105352795728941,0.6952250713446296,0.7868649203489455,0.7707633405530202,0.8105352795728941,0,1.2159199714660645,1.0,0.6948382588077057,-0.07960265581285575,1,1.0,0,951.0,0.0067690094001591206,0.006616153288632631,0.04355154186487198,0.036935389041900635,0.007910463958978653,0.0034115882590413094,0.02865276299417019,0.02426644042134285,6.205082893371582,34.15573501586914
S11,window5,5,0,baseline,1,360.0,420.0,1.0,0.0,0.0,0,0,0.023177083333333334,0,75,0,1.0,0.9459459459459459,1.0,0.7994087837837838,0.9852834924764969,1.0,0.5211766958236694,0.49713392391870764,1,0.7063961179025932,0.597642757942592,0.48137804992017824,0.4530536057922809,0.7063961179025932,0,0.699077844619751,0.699077844619751,0.8040556416593523,0.28102681228315696,1,1.0,0,915.0,0.005312641616910696,0.006353279110044241,0.039642561227083206,0.03328928351402283,0.008349471725523472,0.002789984457194805,0.021808570250868797,0.017996257171034813,5.902763366699219,136.21583557128906
S11,window6,6,0,baseline,1,420.0,480.0,1.0,0.0,0.0,0,0,0.021614583333333333,0,80,0,1.0,0.8607594936708861,1.0,0.7420886075949367,0.9816699413642177,1.0,1.042454481124878,0.7243355914538823,1,0.7564480373623079,0.7180084148630678,0.7016587014248817,0.7685550223959149,0.7685550223959149,0,1.4297417402267456,1.0,0.7388047798776197,-0.046354666557679725,1,1.0,0,870.0,0.005347938276827335,0.006103270687162876,0.04358670487999916,0.03748343512415886,0.008191988803446293,0.0023764981888234615,0.01998317614197731,0.017042376101017,5.851917743682861,71.7633056640625
S11,window7,7,0,baseline,1,480.0,540.0,1.0,0.0,0.0,0,0,0.022395833333333334,0,79,0,1.0,0.6538461538461539,1.0,0.7566105769230769,0.6736184985067523,0.9804500341415405,1.3722585439682007,0.805106826472121,1,0.8382673875333154,0.8284672512895137,0.8282489346812977,0.8447600511378655,0.8447600511378655,0,2.100287437438965,1.0,0.5636240110904872,-0.19032902068408064,1,1.0,0,913.0,0.006845274940133095,0.0064976452849805355,0.040475159883499146,0.03397751227021217,0.008170545101165771,0.002896331250667572,0.027849556878209114,0.023817524313926697,6.0758957862854,43.76387405395508
S11,window8,8,0,baseline,1,540.0,600.0,1.0,0.0,0.0,0,0,0.022135416666666668,0,77,0,1.0,0.881578947368421,1.0,0.7775493421052632,0.9734615445874899,1.0,0.8203222155570984,0.6081292339760291,1,0.5756138374068315,0.6354407052617851,0.7341134478731423,0.6137000506786916,0.7341134478731423,0,1.744653582572937,1.0,0.7446700423236153,-0.04216092964260132,1,1.0,0,874.0,0.005299253389239311,0.006388947833329439,0.04343978315591812,0.03705083578824997,0.008708353154361248,0.002594510093331337,0.020141709595918655,0.01653503254055977,5.808078765869141,46.11111831665039
