subject,window,window_index,status,status_name,label_major,phase,t_start_sec,t_end_sec,major_ratio,subject_total_duration_sec,task4_duration_sec,bvp_missing_ratio,acc_missing_ratio,missing_flag,flatline_flag,clipping_ratio,clipping_flag,n_peaks,peak_sparse_flag,ibi_pass_ratio,valid_beat_ratio,ibi_plausibility,ibi_mean_sec,median_template_corr,notch_foot_peak_detectability,acc_diff_mean,acc_diff_exceed_ratio,acc_diff_flag,psd_corr_x,psd_corr_y,psd_corr_z,psd_corr_mag,psd_corr_max,psd_corr_flag,motion_score_raw,motion_score,SQI_stress_basic,SQI_stress_morph,hard_reject,motion_threshold_subject_p80,qc_relaxed_pass,TPV22,TPV9,TPV4,TPV2,TPV0,TPV28,TPV8,TPV19,TPV14,TPV26,TPV11
subject_01,window11,11,1,stress,1,Task1,600.0,660.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.023697916666666666,0,88,0,1.0,0.5747126436781609,1.0,0.6733117816091954,0.734443595106238,0.7378715574741364,1.2980014085769653,0.8108389786347056,1,0.8973736508363392,0.8565507496414995,0.7903804662675962,0.6257517731543686,0.8973736508363392,0,1.7751187086105347,1.0,0.5502181360031358,-0.2595074187514581,1,1.0,0,940.0,0.008721557445824146,0.008576354943215847,0.05291251838207245,0.04433616250753403,0.010618625208735466,0.004020547494292259,0.03156813606619835,0.025549661368131638,6.110452651977539,62.92266082763672
subject_01,window12,12,1,stress,1,Task1,660.0,720.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.023697916666666666,0,88,0,1.0,0.7241379310344828,1.0,0.681573275862069,0.7765790017642313,0.8580046892166138,2.0647852420806885,0.9228764981761334,1,0.7393683295366135,0.8855985985057173,0.797319097615215,0.7613110090556983,0.8855985985057173,0,2.4373087882995605,1.0,0.6226288729430626,-0.17411269794444384,1,1.0,0,985.0,0.008706748485565186,0.007930400781333447,0.04532632976770401,0.03739593178033829,0.009388449601829052,0.004325436428189278,0.029016420245170593,0.023016685619950294,6.247034072875977,55.4112663269043
subject_01,window13,13,1,stress,1,Task1,720.0,780.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.02265625,0,82,0,1.0,0.6666666666666666,1.0,0.7208719135802469,0.7966998119033599,0.7677347958087921,1.9042617082595825,0.9098488796248045,1,0.7115968336815816,0.8762644682506562,0.7669986230962418,0.4912868567872036,0.8762644682506562,0,2.3751487731933594,1.0,0.6056766102376746,-0.20889134807196208,1,1.0,0,957.0,0.00781529862433672,0.007435378152877092,0.04665863886475563,0.039223261177539825,0.00853891670703888,0.00412982702255249,0.03282872214913368,0.026964938268065453,6.281864643096924,12.064030647277832
subject_01,window14,14,0,normal,0,Rest2,780.0,840.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.021614583333333333,0,78,0,0.961038961038961,0.5974025974025974,0.961038961038961,0.7704951298701299,0.7713579664559151,0.7314993143081665,1.9853274822235107,0.815528921313184,1,0.8523264601408161,0.8600522922477682,0.7896462976089944,0.6865971835512829,0.8600522922477682,0,2.7495765686035156,1.0,0.5625762211056057,-0.2528571083804081,1,1.0,0,965.0,0.006377965211868286,0.006615117192268372,0.04503287747502327,0.0384177602827549,0.008557391352951527,0.002875605598092079,0.02496923878788948,0.020212916657328606,6.057832717895508,59.176570892333984
subject_01,window15,15,0,normal,0,Rest2,840.0,900.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.02109375,0,78,0,1.0,0.6623376623376623,1.0,0.7702922077922078,0.7383959209077943,0.9720247387886047,1.0007511377334595,0.6717040125065138,1,0.7262455326261106,0.6876606277103146,0.6739507049105792,0.5826863965018516,0.7262455326261106,0,1.5660583972930908,1.0,0.5864538412074033,-0.1736935363746015,1,1.0,0,954.0,0.006060012616217136,0.007511181756854057,0.04855526611208916,0.04104408249258995,0.010317185893654823,0.0027425899170339108,0.020552238449454308,0.01724293828010559,5.878715991973877,56.3154411315918
subject_01,window16,16,1,stress,1,Task2,900.0,960.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.02109375,0,75,0,0.9594594594594594,0.6351351351351351,0.9594594594594594,0.8002533783783784,0.8079981499575754,0.6429732441902161,1.5126912593841553,0.7764460656591975,1,0.6079269862730856,0.8477859415981716,0.8239919128021372,0.761016611858463,0.8477859415981716,0,2.024385929107666,1.0,0.5883453909332186,-0.25482471903061976,1,1.0,0,949.0,0.006545030511915684,0.007509665098041296,0.05035024881362915,0.042840585112571716,0.009866484440863132,0.0031805336475372314,0.023476166650652885,0.018553927540779114,5.972618103027344,79.47174072265625
subject_01,window17,17,1,stress,1,Task2,960.0,1020.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.022395833333333334,0,80,0,0.9873417721518988,0.6962025316455697,0.9873417721518988,0.7505933544303798,0.7788616190783445,0.704741895198822,1.0845997333526611,0.8092756644085461,1,0.7278488354928123,0.6797924157960276,0.6360983381431619,0.40104470029296413,0.7278488354928123,0,1.5699492692947388,1.0,0.609607852812111,-0.22277000750665765,1,1.0,0,969.0,0.007360032759606838,0.007453234400600195,0.047977231442928314,0.04052399471402168,0.00943033304065466,0.003604033961892128,0.025232750922441483,0.020562898367643356,6.111737251281738,43.568145751953125
subject_01,window18,18,1,stress,1,Task2,1020.0,1080.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.021614583333333333,0,85,0,1.0,0.6428571428571429,1.0,0.7055431547619048,0.8095355640111741,0.7795071005821228,1.8355052471160889,0.9359041167274622,1,0.6691225496139466,0.8428066236803231,0.7791983844024359,0.2257292719388231,0.8428066236803231,0,2.283214807510376,1.0,0.6000035263462095,-0.20988219099453298,1,1.0,0,957.0,0.007234822027385235,0.007222136482596397,0.047179967164993286,0.03995782881975174,0.008820150047540665,0.0034962547942996025,0.02517225407063961,0.020951027050614357,6.140453338623047,75.2754898071289
subject_01,window19,19,1,stress,1,Task2,1080.0,1140.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.021614583333333333,0,88,0,0.9885057471264368,0.5402298850574713,0.9885057471264368,0.6725933908045977,0.7074899584872486,0.8044447898864746,2.2752432823181152,0.9140177175612298,1,0.8588587755055339,0.8806587040440862,0.8072379314147273,0.36492348092381055,0.8806587040440862,0,2.8897438049316406,1.0,0.5260400909944505,-0.2622461979640405,1,1.0,0,948.0,0.0070486972108483315,0.008230216801166534,0.04825388640165329,0.040023669600486755,0.010546204634010792,0.0038408199325203896,0.028849363327026367,0.023811310529708862,6.02586030960083,39.54194259643555
subject_01,window20,20,1,stress,1,Task2,1140.0,1200.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.021875,0,88,0,1.0,0.4827586206896552,1.0,0.686242816091954,0.7151850706718744,0.8634626269340515,2.7206287384033203,0.9166232412714955,1,0.8021102478383643,0.8879199714556372,0.7909598311743182,0.5119131421518497,0.8879199714556372,0,3.3053674697875977,1.0,0.5076589694774244,-0.2605104893916219,1,1.0,0,978.0,0.009360497817397118,0.008459995500743389,0.048699844628572464,0.0402398481965065,0.010097210295498371,0.004386214539408684,0.034080907702445984,0.02724340930581093,6.232000827789307,77.94815063476562
subject_01,window21,21,0,normal,0,Rest3,1200.0,1260.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.021875,0,79,0,0.9743589743589743,0.5128205128205128,0.9743589743589743,0.7540064102564102,0.7082738138350632,0.8706823587417603,0.9320985674858093,0.7316310578426264,1,0.7722748167024124,0.7988905286004212,0.7599807336290504,0.7714626960955251,0.7988905286004212,0,1.3396345376968384,1.0,0.512482144150519,-0.2565430081378455,1,1.0,0,927.0,0.005839986726641655,0.0073558916337788105,0.04787929728627205,0.040523406118154526,0.010356158018112183,0.0025086784735322,0.019932396709918976,0.016433484852313995,5.746905326843262,216.95721435546875
subject_01,window22,22,0,normal,0,Rest3,1260.0,1320.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.02109375,0,75,0,0.972972972972973,0.6621621621621622,0.972972972972973,0.8070101351351351,0.7446251597817044,0.8858239054679871,0.902377188205719,0.7123501823866597,1,0.8689950985144709,0.626836112395765,0.7304180800743196,0.7716825740661494,0.8689950985144709,0,1.3674142360687256,1.0,0.5828470073939708,-0.1991444904443339,1,1.0,0,961.0,0.005497362464666367,0.006412634626030922,0.04391499608755112,0.037502363324165344,0.008933312259614468,0.002315763384103775,0.01831163465976715,0.015196641907095909,5.800163745880127,126.15879821777344
subject_01,window23,23,1,stress,1,Task3,1320.0,1380.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.022916666666666665,0,82,0,1.0,0.5925925925925926,1.0,0.7264660493827161,0.70332206711497,0.8537518084049225,0.9230765104293823,0.7008858780614904,1,0.8548329336015144,0.8927930387146722,0.7443206694825854,0.794928743010475,0.8927930387146722,0,1.2211546897888184,1.0,0.5480336571715281,-0.2329537533422491,1,1.0,0,960.0,0.007550877518951893,0.007936865091323853,0.05019325762987137,0.042256392538547516,0.010352344252169132,0.0034342375583946705,0.027194883674383163,0.02227768301963806,6.015468597412109,124.50320434570312
subject_01,window24,24,1,stress,1,Task3,1380.0,1440.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.021875,0,86,0,1.0,0.6,1.0,0.6865808823529411,0.6981808514348036,0.9794182181358337,1.7286524772644043,0.8457529963522668,1,0.8863513057549731,0.9102195235271733,0.8083827315797113,0.7417751754975804,0.9102195235271733,1,2.4021387100219727,1.0,0.549454255430441,-0.2006002326073406,1,1.0,0,945.0,0.006410939618945122,0.007627565413713455,0.05007471516728401,0.04244714975357056,0.010250790044665337,0.0031043756753206253,0.024263491854071617,0.019596852362155914,5.914999008178711,85.92155456542969
subject_01,window25,25,1,stress,1,Task3,1440.0,1500.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.022135416666666668,0,79,0,0.9871794871794872,0.6410256410256411,0.9871794871794872,0.7564102564102564,0.7606654400466288,0.7813630700111389,2.4736549854278564,0.890568004168838,1,0.7857763534319017,0.8899973187643836,0.8637918991957837,0.6794543881119876,0.8899973187643836,0,3.030449390411377,1.0,0.5820457858601426,-0.22474928274196837,1,1.0,0,961.0,0.008389582857489586,0.00841618049889803,0.048446934670209885,0.04003075137734413,0.010824089869856834,0.0036252252757549286,0.027440384030342102,0.023123497143387794,6.105254173278809,14.093063354492188
subject_01,window26,26,0,normal,0,Rest4,1500.0,1560.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.0234375,0,89,0,1.0,0.6022727272727273,1.0,0.6750710227272727,0.7822502652146555,0.8810112774372101,1.7995651960372925,0.8332464825429912,1,0.8638431775068652,0.883337544525558,0.8319671909532143,0.7611369126406626,0.883337544525558,0,2.450174331665039,1.0,0.5755841704734875,-0.20350279615521538,1,1.0,0,962.0,0.007711546495556831,0.007671576924622059,0.047973427921533585,0.0403018519282341,0.009178121574223042,0.004105719737708569,0.028791945427656174,0.0238052811473608,6.215299606323242,35.362525939941406
subject_01,window27,27,0,normal,0,Rest4,1560.0,1620.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.021875,0,77,0,1.0,0.7368421052631579,1.0,0.7715871710526315,0.7644203340375755,0.9594777226448059,0.8121606707572937,0.6357477853048463,1,0.8331304168472184,0.7700650124088131,0.6358194300920446,0.6721191543729396,0.8331304168472184,0,1.2159188985824585,1.0,0.6240629423165357,-0.14797285425045725,1,1.0,0,945.0,0.004593182820826769,0.006370578892529011,0.045092277228832245,0.03872169926762581,0.009001361206173897,0.0022803358733654022,0.016088347882032394,0.013493700884282589,5.787797927856445,112.92123413085938
subject_01,window28,28,1,stress,1,Task4,1620.0,1680.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.021354166666666667,0,74,0,1.0,0.726027397260274,1.0,0.806292808219178,0.8909216853259933,1.0,0.6090405583381653,0.6352266805627931,1,0.30399030872827976,0.689703469999351,0.5674022988029295,-0.4817229223006839,0.689703469999351,0,1.154618740081787,1.0,0.6576874645019076,-0.10946135949041946,1,1.0,0,890.0,0.004672334995120764,0.006119541358202696,0.04136134684085846,0.035241805016994476,0.008662436157464981,0.0021416647359728813,0.017318181693553925,0.014166124165058136,5.579524517059326,339.55450439453125
subject_01,window29,29,1,stress,1,Task4,1680.0,1740.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.020833333333333332,0,78,0,1.0,0.7532467532467533,1.0,0.7731331168831169,0.8302290159301613,0.8019082546234131,0.723487138748169,0.6810838978634706,1,0.10993199909298612,0.7642806290054777,0.7159742558872867,-0.03676521224355291,0.7642806290054777,0,0.9980948567390442,0.9980948567390442,0.6505579204038452,-0.1640865131266247,1,1.0,0,953.0,0.006766517646610737,0.007579904980957508,0.04860230162739754,0.041022397577762604,0.009706730023026466,0.003564390353858471,0.024605832993984222,0.020525338128209114,5.994879722595215,73.9415054321289
subject_01,window30,30,1,stress,1,Task4,1740.0,1800.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.021875,0,77,0,1.0,0.7105263157894737,1.0,0.7670641447368421,0.790145973404473,0.923448383808136,1.2337472438812256,0.7978113600833767,1,0.6284069501956032,0.7607460809858944,0.7623324726924482,-0.07138534612425487,0.7623324726924482,0,1.7358037233352661,1.0,0.6212543183371314,-0.15844351596000572,1,1.0,0,906.0,0.005402873270213604,0.006405257619917393,0.04241471365094185,0.03600945696234703,0.008647524751722813,0.0025393394753336906,0.021187327802181244,0.01760202832520008,5.895827770233154,36.35287094116211
subject_01,window31,31,1,stress,1,Task4,1800.0,1860.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.021614583333333333,0,72,0,0.971830985915493,0.6619718309859155,0.971830985915493,0.8369278169014085,0.8302576081583173,0.9990578889846802,0.9653701186180115,0.7571651902032308,1,0.7375954664941156,0.6945190400927302,0.6734398793984473,0.7043663598758462,0.7375954664941156,0,1.4425995349884033,1.0,0.60823221202496,-0.1497133792353773,1,1.0,0,933.0,0.004135425202548504,0.005431267432868481,0.038920849561691284,0.03348958492279053,0.007614465430378914,0.002059157006442547,0.014531636610627174,0.01168817188590765,5.777432918548584,49.72883987426758
subject_01,window32,32,1,stress,1,Task4,1860.0,1920.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.022395833333333334,0,78,0,0.948051948051948,0.6363636363636364,0.948051948051948,0.7755681818181818,0.7723163161732127,0.9265808761119843,1.3886117935180664,0.8441896821261073,1,0.8437257335107909,0.7668017386257119,0.7966539016021521,0.834155044827541,0.8437257335107909,0,2.0253353118896484,1.0,0.575850739007808,-0.19475622140922022,1,1.0,0,914.0,0.005000338889658451,0.005629292689263821,0.040584828704595566,0.03495553508400917,0.007789312396198511,0.001953561557456851,0.014843206852674484,0.012166731059551239,5.872771263122559,28.304317474365234
subject_01,window33,33,1,stress,1,Task4,1920.0,1980.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.021875,0,79,0,0.9743589743589743,0.6538461538461539,0.9743589743589743,0.7638221153846154,0.7838898627572144,0.9096581637859344,1.4798113107681274,0.8144867118290776,1,0.8499817340161827,0.8720646504123539,0.8862739100770974,0.9109534183331142,0.9109534183331142,1,1.9888383150100708,1.0,0.5915772152374208,-0.18558735233857182,1,1.0,0,967.0,0.006403277162462473,0.007021032739430666,0.0472736731171608,0.04025264084339142,0.009409748017787933,0.0029080137610435486,0.02180163748562336,0.018278876319527626,5.970526695251465,52.344661712646484
subject_01,window34,34,1,stress,1,Task4,1980.0,2040.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.021354166666666667,0,78,0,0.987012987012987,0.6753246753246753,0.987012987012987,0.768060064935065,0.7690393661522451,0.816775381565094,1.4027087688446045,0.829077644606566,1,0.3913127691482376,0.7512106113532261,0.4163855259085359,-0.011522719204001814,0.7512106113532261,0,2.1909306049346924,1.0,0.5982442773781412,-0.20354631307066517,1,1.0,0,960.0,0.0068332054652273655,0.007440843153744936,0.053374409675598145,0.045933566987514496,0.009781692177057266,0.0032471930608153343,0.024564675986766815,0.02030312269926071,5.9912519454956055,54.73760223388672
subject_01,window35,35,1,stress,1,Task4,2040.0,2100.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.0203125,0,83,0,1.0,0.7926829268292683,1.0,0.7273246951219512,0.9269578361127715,1.0,0.8680959343910217,0.7946847316310578,1,0.7032065389160599,0.9120585720310477,0.8699227229717806,0.21291412587998754,0.9120585720310477,1,1.0795087814331055,1.0,0.6951605215655389,-0.08045566292302664,1,1.0,0,934.0,0.0070189847610890865,0.007256508804857731,0.04713859781622887,0.03988208621740341,0.008866853080689907,0.00360989011824131,0.029188811779022217,0.024093758314847946,6.114828109741211,129.73731994628906
subject_01,window36,36,1,stress,1,Task4,2100.0,2160.0,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.02265625,0,76,0,0.9866666666666667,0.8533333333333334,0.9866666666666667,0.788125,0.940448204819454,1.0,0.8963576555252075,0.7290255341323606,1,0.6764922925881801,0.7177254212370087,0.6358229614328614,0.3132012368575071,0.7177254212370087,0,1.1789964437484741,1.0,0.720801128112503,-0.061554615461803186,1,1.0,0,950.0,0.005189202725887299,0.006514283362776041,0.04836003854870796,0.04184575751423836,0.008948844857513905,0.002473446074873209,0.0218101404607296,0.018732950091362,5.835383415222168,65.99689483642578
subject_01,window37,37,0,normal,0,Rest5,2205.765625,2265.765625,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.021354166666666667,0,73,0,0.9861111111111112,0.6666666666666666,0.9861111111111112,0.8196614583333334,0.8451136585981484,1.0,0.42673707008361816,0.5409067222511725,1,0.4937240932003945,0.47517544769602543,0.6053620133350364,0.3082838323150912,0.6053620133350364,0,0.5674242973327637,0.5674242973327637,0.6606805567350571,0.2910763395389957,1,1.0,0,942.0,0.00439686793833971,0.005855649709701538,0.04278235509991646,0.03692670539021492,0.008455824106931686,0.001953680068254471,0.015825841575860977,0.012864585034549236,5.66832160949707,68.74093627929688
subject_01,window38,38,0,normal,0,Rest5,2265.765625,2325.765625,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.021354166666666667,0,77,0,0.9868421052631579,0.618421052631579,0.9868421052631579,0.7732319078947368,0.7452984395215623,0.7850298285484314,0.8643122911453247,0.706618030224075,1,0.6061481919321403,0.5077860275793424,0.479588495670935,0.6224460382766361,0.6224460382766361,0,1.360560417175293,1.0,0.5683263739617318,-0.2345231961403964,1,1.0,0,978.0,0.0059840078465640545,0.0068647367879748344,0.047108087688684464,0.040243349969387054,0.009138531051576138,0.0027902103029191494,0.020675357431173325,0.017028067260980606,6.020296096801758,20.56532859802246
subject_01,window39,39,1,stress,1,Task5,2325.765625,2385.765625,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.021614583333333333,0,93,0,1.0,0.5652173913043478,1.0,0.6436820652173914,0.7038997103608224,0.9561451375484467,0.7181636095046997,0.7576862949452841,1,0.536962929832095,0.6615144340039824,0.6015083838547559,-0.23607142140226994,0.6615144340039824,0,1.08644437789917,1.0,0.5372568696299859,-0.2154235706313783,1,1.0,0,959.0,0.006313534453511238,0.007425895892083645,0.051333896815776825,0.043907999992370605,0.00946909561753273,0.003415491431951523,0.02550198696553707,0.020779412239789963,6.03492546081543,96.97769927978516
subject_01,window40,40,0,normal,0,Rest6,2385.765625,2445.765625,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.020833333333333332,0,79,0,1.0,0.6025641025641025,1.0,0.7624198717948718,0.844729582561071,0.6844543516635895,0.2855541408061981,0.5023449713392392,1,0.23501565122666132,0.5935480882502798,0.7944889199867988,-0.4638524952398118,0.7944889199867988,0,0.307523250579834,0.307523250579834,0.6636921907359788,0.455541963745562,1,1.0,0,889.0,0.007157810032367706,0.007786266505718231,0.049859169870615005,0.042072903364896774,0.009833907708525658,0.0037529561668634415,0.027979884296655655,0.022545795887708664,6.001631736755371,38.4384765625
subject_01,window41,41,0,normal,0,Rest6,2445.765625,2505.765625,1.0,2505.765625,585.765625,0.0,0.0,0,0,0.021354166666666667,0,76,0,1.0,0.72,1.0,0.7908333333333334,0.827901697586576,0.9527195692062378,0.5625895857810974,0.6956748306409588,1,0.1698527692996569,0.5173301441347214,0.5070669332158159,-0.20597460506175344,0.5173301441347214,0,0.5337971448898315,0.5337971448898315,0.6829907947869895,0.3273581718083719,1,1.0,0,957.0,0.006823919713497162,0.006650829222053289,0.041363731026649475,0.03471289947628975,0.00789064820855856,0.003490881994366646,0.028180083259940147,0.02344002015888691,6.192399501800537,41.16056823730469
