subject,window,window_index,status,status_name,label_major,t_start_sec,t_end_sec,major_ratio,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_median,EDA_iqr,EDA_skew,EDA_kurtosis,EDA_slope,EDA_range,EDA_diff_mean,EDA_diff_std,EDA_num_peaks,EDA_peak_mean,EDA_peak_max
S10,window11,11,0,baseline,1,720.0,780.0,1.0,0.4237746000289917,0.010249803774058819,0.4029400050640106,0.4912030100822449,0.42212799191474915,0.012792021036148071,2.083977460861206,10.355591773986816,0.0002380528844423813,0.08826300501823425,0.003275600727647543,0.006888900883495808,41,0.4272443652153015,0.4912030100822449
S10,window12,12,0,baseline,1,780.0,840.0,1.0,0.4220743775367737,0.007163938134908676,0.4067769944667816,0.48608601093292236,0.42212799191474915,0.0038380026817321777,4.7902092933654785,36.11615753173828,7.304595318491582e-05,0.07930901646614075,0.003388026962056756,0.007438066881150007,41,0.42683881521224976,0.48608601093292236
S10,window13,13,0,baseline,1,840.0,900.0,1.0,0.42376917600631714,0.004428647458553314,0.4054979979991913,0.4425939917564392,0.4246860146522522,0.003837019205093384,-0.27724847197532654,3.2870736122131348,-2.6020020705398767e-06,0.037095993757247925,0.002574363723397255,0.003941277973353863,42,0.4265132546424866,0.4425939917564392
S10,window14,14,0,baseline,1,900.0,960.0,1.0,0.4185832440853119,0.017578883096575737,0.3824729919433594,0.44515299797058105,0.4285230040550232,0.03229975700378418,-0.9536706209182739,-0.8675022125244141,-0.0007703009784903604,0.06268000602722168,0.002547766547650099,0.003965842071920633,41,0.4196941554546356,0.44515299797058105
S10,window15,15,0,baseline,1,960.0,1020.0,1.0,0.3980472683906555,0.014907154254615307,0.3799149990081787,0.44003599882125854,0.3875899910926819,0.028140991926193237,0.41503897309303284,-1.4435038566589355,0.0006772005885431181,0.060120999813079834,0.002424631267786026,0.003676585154607892,45,0.40046703815460205,0.44003599882125854
S10,window16,16,0,baseline,1,1020.0,1080.0,1.0,0.4130667448043823,0.016172921285033226,0.3888689875602722,0.49887800216674805,0.4118939936161041,0.010232985019683838,2.605311155319214,8.59727668762207,-0.0002644313156514749,0.11000901460647583,0.0034468199592083693,0.008516175672411919,40,0.41630735993385315,0.49887800216674805
S10,window17,17,0,baseline,1,1080.0,1140.0,1.0,0.3923707902431488,0.00701818848028779,0.37735599279403687,0.4157319962978363,0.39014801383018494,0.0076750218868255615,1.3427734375,1.9510626792907715,-3.695528799756765e-06,0.03837600350379944,0.0020017318893224,0.003391244215890765,42,0.39438170194625854,0.4157319962978363
S10,window18,18,0,baseline,1,1140.0,1200.0,1.0,0.4238758683204651,0.005058902781456709,0.4067769944667816,0.43619900941848755,0.4234069883823395,0.006395995616912842,-0.2136133462190628,0.014723777770996094,0.0002025577394963819,0.029422014951705933,0.0023335127625614405,0.003407255746424198,42,0.42639151215553284,0.43619900941848755
S10,window19,19,0,baseline,1,1200.0,1260.0,1.0,0.43623587489128113,0.006937337573617697,0.4234069883823395,0.45026901364326477,0.43619900941848755,0.01151198148727417,0.1562466323375702,-1.077475666999817,0.00036547725305252757,0.026862025260925293,0.0020659700967371464,0.002873163903132081,42,0.4387568533420563,0.45026901364326477
S10,window20,20,1,stress,2,3240.0,3300.0,1.0,2.1056342124938965,0.07468972355127335,1.9649250507354736,2.5495080947875977,2.1069140434265137,0.1061711311340332,1.200023889541626,5.399580955505371,-0.0015567474221270061,0.584583044052124,0.0078356321901083,0.01642765663564205,26,2.1081433296203613,2.2207601070404053
S10,window21,21,1,stress,2,3300.0,3360.0,1.0,2.748288869857788,0.36377274990081787,2.144010066986084,3.459306001663208,2.874722957611084,0.6904194951057434,-0.18116533756256104,-1.1545205116271973,0.01479791350599714,1.315295934677124,0.018418176099658012,0.026990646496415138,26,2.8205363750457764,3.459306001663208
S10,window22,22,1,stress,2,3360.0,3420.0,1.0,3.0855021476745605,0.13746526837348938,2.9015860557556152,3.5075409412384033,3.066598892211914,0.1730482578277588,0.9361396431922913,0.3882119655609131,0.000560524344483575,0.6059548854827881,0.01140394527465105,0.016971053555607796,19,3.0821120738983154,3.5075409412384033
S10,window23,23,1,stress,2,3420.0,3480.0,1.0,2.9840781688690186,0.08168049901723862,2.8580939769744873,3.3122010231018066,2.974498987197876,0.0937390923500061,1.659142017364502,3.8280630111694336,-0.0029227487680682325,0.45410704612731934,0.008243942633271217,0.013612229377031326,30,2.9748148918151855,3.3122010231018066
S10,window24,24,1,stress,2,3480.0,3540.0,1.0,2.9687108993530273,0.06809607148170471,2.789017915725708,3.1369540691375732,2.966184139251709,0.08826321363449097,0.2022068053483963,-0.047473907470703125,0.001205972922001625,0.34793615341186523,0.011079090647399426,0.015407306142151356,22,2.9904885292053223,3.1369540691375732
S10,window25,25,1,stress,2,3540.0,3600.0,1.0,2.9743282794952393,0.05681281164288521,2.836348056793213,3.1599791049957275,2.9578700065612793,0.07866936922073364,0.7178711891174316,0.41892242431640625,0.0001822410262055821,0.32363104820251465,0.008215601556003094,0.014069491997361183,34,2.972053289413452,3.1599791049957275
S10,window26,26,1,stress,2,3600.0,3660.0,1.0,2.780144214630127,0.09919489175081253,2.571558952331543,2.9374029636383057,2.7902979850769043,0.18164300918579102,-0.2163584679365158,-1.2099522352218628,-0.00548324007986236,0.3658440113067627,0.006524343509227037,0.00910020712763071,40,2.7862043380737305,2.9374029636383057
S10,window27,27,1,stress,2,3660.0,3720.0,1.0,2.4248046875,0.0948840007185936,2.2412269115448,2.5945839881896973,2.431823968887329,0.1659577488899231,-0.0779549777507782,-1.108934760093689,-0.005459310313095161,0.35335707664489746,0.003798787947744131,0.004992292728275061,36,2.429722785949707,2.5945839881896973
S10,window28,28,1,stress,2,3720.0,3780.0,1.0,2.142085552215576,0.08055256307125092,1.9969040155410767,2.269368886947632,2.142090320587158,0.15637874603271484,-0.03064848855137825,-1.4059727191925049,-0.004587971318912402,0.2724648714065552,0.0039338660426437855,0.005393741652369499,36,2.1471362113952637,2.269368886947632
S10,window29,29,1,stress,2,3780.0,3840.0,1.0,1.8918098211288452,0.06253878772258759,1.7786860466003418,2.005858898162842,1.8899739980697632,0.1090497076511383,0.07001686841249466,-1.2179759740829468,-0.0035996343311777996,0.2271728515625,0.0030635700095444918,0.004139733500778675,41,1.890890121459961,2.0032999515533447
S10,window30,30,1,stress,2,3840.0,3900.0,1.0,1.7195559740066528,0.03784101828932762,1.6405349969863892,1.7863609790802002,1.7211229801177979,0.06139993667602539,-0.2424439936876297,-1.047311782836914,-0.002057996911160975,0.14582598209381104,0.0036555747501552105,0.005365622229874134,35,1.7218539714813232,1.7863609790802002
S10,window31,31,2,meditation,4,4920.0,4980.0,1.0,1.0487414598464966,0.01069021038711071,1.0249539613723755,1.0748419761657715,1.0505379438400269,0.016630053520202637,-0.13581879436969757,-0.6222796440124512,-0.0005866722364463307,0.049888014793395996,0.002194390632212162,0.0030468637123703957,40,1.0498660802841187,1.0748419761657715
S10,window32,32,2,meditation,4,4980.0,5040.0,1.0,1.002168893814087,0.015536085702478886,0.9712290167808533,1.0326290130615234,0.998091995716095,0.02430504560470581,0.2995668947696686,-1.0255082845687866,-0.0008799390136025285,0.061399996280670166,0.0021302117966115475,0.002852378413081169,40,1.005126953125,1.0326290130615234
S10,window33,33,2,meditation,4,5040.0,5100.0,1.0,0.9546101689338684,0.01195474062114954,0.9302949905395508,0.9789040088653564,0.9545999765396118,0.020467042922973633,0.08536114543676376,-1.1029348373413086,-0.0006804658434482515,0.048609018325805664,0.00208202563226223,0.0027731836307793856,47,0.9557697772979736,0.9789040088653564
S10,window34,34,2,meditation,4,5100.0,5160.0,1.0,0.9215862154960632,0.0076658111065626144,0.9021530151367188,0.9366909861564636,0.9226199984550476,0.012791991233825684,-0.13205017149448395,-0.9976682662963867,-0.0004226913048402819,0.03453797101974487,0.0021194410510361195,0.0027902189176529646,43,0.9233936667442322,0.9366909861564636
S10,window35,35,2,meditation,4,5160.0,5220.0,1.0,0.8945956826210022,0.007034492678940296,0.8804069757461548,0.9098280072212219,0.8944780230522156,0.012791037559509277,0.19975629448890686,-1.1600438356399536,-0.00038869457538016374,0.02942103147506714,0.0020392409060150385,0.0026677665300667286,45,0.8964683413505554,0.9098280072212219
S10,window36,36,2,meditation,4,5220.0,5280.0,1.0,0.8765485882759094,0.0064604757353663445,0.8612200021743774,0.8880829811096191,0.8765699863433838,0.011512994766235352,-0.05986941605806351,-0.9666843414306641,-0.0003566840978816963,0.0268629789352417,0.0016591486055403948,0.0025506988167762756,37,0.8781255483627319,0.8880829811096191
S11,window1,1,0,baseline,1,120.0,180.0,1.0,4.754117488861084,0.07055582851171494,4.581839084625244,4.931075096130371,4.741106033325195,0.1176910400390625,0.2573601007461548,-0.7996058464050293,-0.0031358047380975747,0.34923601150512695,0.008724589832127094,0.017638368532061577,37,4.76760721206665,4.931075096130371
S11,window2,2,0,baseline,1,180.0,240.0,1.0,4.531143665313721,0.07534056156873703,4.404563903808594,4.670107841491699,4.519155979156494,0.12376749515533447,0.1473969668149948,-1.126786470413208,-0.0043259974624898145,0.26554393768310547,0.005066683981567621,0.006928838789463043,43,4.532682418823242,4.670107841491699
S11,window3,3,0,baseline,1,240.0,300.0,1.0,4.229989051818848,0.12621662020683289,4.015672206878662,4.408401012420654,4.260008811950684,0.24849486351013184,-0.3072608709335327,-1.4039185047149658,-0.007153910017151844,0.3927288055419922,0.005502365529537201,0.007696984335780144,37,4.236808776855469,4.408401012420654
S11,window4,4,0,baseline,1,300.0,360.0,1.0,3.9678139686584473,0.07730096578598022,3.8110809326171875,4.0937957763671875,3.9818615913391113,0.0722777247428894,-0.6000856757164001,-0.6499247550964355,-0.0038982780524559643,0.28271484375,0.006850887089967728,0.013193393126130104,40,3.96858286857605,4.0937957763671875
S11,window5,5,0,baseline,1,360.0,420.0,1.0,3.3103129863739014,0.28512054681777954,2.97302508354187,3.8187570571899414,3.2173619270324707,0.597557008266449,0.7299605011940002,-1.0021733045578003,-0.015429849240839498,0.8457319736480713,0.007906325161457062,0.022120820358395576,33,3.3628194332122803,3.8187570571899414
S11,window6,6,0,baseline,1,420.0,480.0,1.0,3.04837703704834,0.11454034596681595,2.86210298538208,3.279139995574951,3.082134962081909,0.19604498147964478,-0.09603574126958847,-1.2342784404754639,0.005406304516662561,0.4170370101928711,0.00827123038470745,0.01729411818087101,36,3.055163860321045,3.279139995574951
S11,window7,7,0,baseline,1,480.0,540.0,1.0,3.1484320163726807,0.04110616073012352,2.975956916809082,3.2254109382629395,3.1588900089263916,0.05021071434020996,-1.0161796808242798,1.4016971588134766,-0.0005986776759068715,0.24945402145385742,0.01126705389469862,0.019822414964437485,35,3.1673693656921387,3.2254109382629395
S11,window8,8,0,baseline,1,540.0,600.0,1.0,3.1112005710601807,0.023889586329460144,3.022010087966919,3.1512138843536377,3.1115570068359375,0.03357964754104614,-0.9664974212646484,1.2002248764038086,-0.0010324385470860972,0.12920379638671875,0.006476501002907753,0.011379132978618145,43,3.1171207427978516,3.1512138843536377
S11,window9,9,0,baseline,1,600.0,660.0,1.0,3.072284460067749,0.014163143932819366,3.041198968887329,3.103882074356079,3.0719010829925537,0.022067129611968994,0.034226734191179276,-0.9086403846740723,-0.0007907422740156821,0.06268310546875,0.0035112074110656977,0.004892390687018633,45,3.0759661197662354,3.103882074356079
S11,window10,10,0,baseline,1,660.0,720.0,1.0,2.957965612411499,0.1288345754146576,2.2298479080200195,3.0501530170440674,2.9823532104492188,0.08834528923034668,-3.530848979949951,14.623514175415039,-0.0031851327126012716,0.8203051090240479,0.011858424171805382,0.03544698283076286,38,2.9905691146850586,3.0501530170440674
S11,window11,11,0,baseline,1,720.0,780.0,1.0,2.858180522918701,0.04737367853522301,2.688124895095825,3.0284059047698975,2.8569869995117188,0.06780004501342773,0.41512757539749146,1.6534976959228516,-0.0017103512085680983,0.34028100967407227,0.008307079784572124,0.017901010811328888,41,2.864349842071533,3.0284059047698975
S11,window12,12,0,baseline,1,780.0,840.0,1.0,2.7785842418670654,0.022567251697182655,2.736737012863159,2.86210298538208,2.7776730060577393,0.030701875686645508,1.0070587396621704,1.9324512481689453,-0.0006412540091170553,0.1253659725189209,0.008638985455036163,0.01573246531188488,44,2.7899420261383057,2.86210298538208
S11,window13,13,0,baseline,1,840.0,900.0,1.0,2.7403829097747803,0.03558975085616112,2.626720905303955,2.8083748817443848,2.741853952407837,0.036138832569122314,-0.9995043873786926,1.386359691619873,-0.0005347976502607478,0.1816539764404297,0.013070842251181602,0.02060108259320259,41,2.758608818054199,2.8083748817443848
S11,window14,14,0,baseline,1,900.0,960.0,1.0,2.657172679901123,0.03456505760550499,2.541011095046997,2.7469708919525146,2.6459100246429443,0.04605293273925781,0.21400506794452667,1.1289119720458984,-0.0014420021656298535,0.20595979690551758,0.0065835886634886265,0.011923118494451046,43,2.6630163192749023,2.7469708919525146
S11,window15,15,0,baseline,1,960.0,1020.0,1.0,2.469818115234375,0.06474287062883377,2.371845006942749,2.568850040435791,2.4652299880981445,0.13592076301574707,0.13921399414539337,-1.3944118022918701,0.0010462897554756412,0.197005033493042,0.004826682154089212,0.009704629890620708,42,2.480313301086426,2.568850040435791
S11,window16,16,0,baseline,1,1020.0,1080.0,1.0,2.472858190536499,0.1246313825249672,1.9791150093078613,2.585479974746704,2.504887104034424,0.029742717742919922,-2.7208492755889893,6.434553146362305,0.0008754344449614199,0.6063649654388428,0.012610514648258686,0.03725622966885567,36,2.512669324874878,2.585479974746704
S11,window17,17,0,baseline,1,1080.0,1140.0,1.0,2.477426052093506,0.025154143571853638,2.421736001968384,2.511284112930298,2.481861114501953,0.042534828186035156,-0.5028237104415894,-1.054046392440796,-0.0013545771357429206,0.08954811096191406,0.003291854402050376,0.005890484433621168,42,2.4814953804016113,2.511284112930298
S11,window18,18,0,baseline,1,1140.0,1200.0,1.0,2.395505666732788,0.01997269131243229,2.3577730655670166,2.442203998565674,2.396151065826416,0.026864051818847656,0.07342395931482315,-0.40156054496765137,-0.0008867101923132649,0.08443093299865723,0.0037038775626569986,0.0062784492038190365,41,2.399583101272583,2.442203998565674
S11,window19,19,0,baseline,1,1200.0,1260.0,1.0,2.3502843379974365,0.018729522824287415,2.2950899600982666,2.396151065826416,2.3488190174102783,0.019189119338989258,-0.012755341827869415,0.5300419330596924,-0.0001669262342956728,0.10106110572814941,0.008039486594498158,0.014012487605214119,36,2.3628549575805664,2.396151065826416
S11,window20,20,1,stress,2,1920.0,1980.0,1.0,3.0884084701538086,0.08295446634292603,2.869779109954834,3.363569974899292,3.0802159309387207,0.08315086364746094,0.11553043872117996,0.9489712715148926,-0.0011124411139066888,0.493790864944458,0.019975632429122925,0.029746955260634422,33,3.1191556453704834,3.363569974899292
S11,window21,21,1,stress,2,1980.0,2040.0,1.0,3.0565285682678223,0.08821365982294083,2.77895188331604,3.210059881210327,3.0789365768432617,0.08602923154830933,-1.1432338953018188,0.852790355682373,0.00111002736907963,0.4311079978942871,0.02492130920290947,0.04369956627488136,31,3.1098241806030273,3.210059881210327
S11,window22,22,1,stress,2,2040.0,2100.0,1.0,3.0754878520965576,0.08412545174360275,2.8429150581359863,3.238204002380371,3.102602958679199,0.11673134565353394,-0.9861785769462585,0.13773679733276367,-0.0007502577950940742,0.39528894424438477,0.03275737911462784,0.060444578528404236,34,3.1245758533477783,3.238204002380371
S11,window23,23,1,stress,2,2100.0,2160.0,1.0,3.0663199424743652,0.142126202583313,2.561479091644287,3.3686869144439697,3.066783905029297,0.194766104221344,-0.764805257320404,0.48216915130615234,-0.0009558464860366895,0.8072078227996826,0.03858628869056702,0.07328000664710999,32,3.127108573913574,3.3686869144439697
S11,window24,24,1,stress,2,2160.0,2220.0,1.0,2.926892042160034,0.20668308436870575,2.6599819660186768,3.261229991912842,2.908156394958496,0.4272702932357788,0.09702704846858978,-1.7262228727340698,0.0007464910104466096,0.601248025894165,0.02568671479821205,0.05732869356870651,31,2.978721857070923,3.261229991912842
S11,window25,25,1,stress,2,2220.0,2280.0,1.0,2.989192008972168,0.1031341478228569,2.71882700920105,3.234365940093994,2.9599666595458984,0.17333847284317017,0.29586371779441833,-0.9344995021820068,0.002101451480249367,0.5155389308929443,0.01164174359291792,0.03557537868618965,28,3.0052883625030518,3.234365940093994
S11,window26,26,1,stress,2,2280.0,2340.0,1.0,3.1349899768829346,0.10386224836111069,2.8748960494995117,3.5231029987335205,3.126909017562866,0.1387985348701477,0.933314859867096,1.6102843284606934,0.004011141323985739,0.6482069492340088,0.01156524010002613,0.022972384467720985,30,3.1537177562713623,3.5231029987335205
S11,window27,27,1,stress,2,2340.0,2400.0,1.0,3.482011318206787,0.12735868990421295,3.3094680309295654,4.0285539627075195,3.4591403007507324,0.11673170328140259,1.9391465187072754,5.104010581970215,0.005046789984617838,0.7190859317779541,0.015180339105427265,0.024046016857028008,25,3.5009069442749023,4.0285539627075195
S11,window28,28,1,stress,2,2400.0,2460.0,1.0,3.8414504528045654,0.2551533877849579,3.5334839820861816,4.735889911651611,3.788054943084717,0.25169241428375244,1.334315299987793,1.7597274780273438,0.011597211727796073,1.2024059295654297,0.02072957158088684,0.03395044431090355,23,3.8625741004943848,4.735889911651611
S11,window29,29,1,stress,2,2460.0,2520.0,1.0,4.408384323120117,0.22643856704235077,3.914700984954834,4.879166126251221,4.432067394256592,0.37833893299102783,-0.06241589039564133,-0.7896919250488281,0.009076089539373326,0.9644651412963867,0.025509681552648544,0.03845509514212608,19,4.50502872467041,4.879166126251221
S11,window30,30,1,stress,2,2520.0,2580.0,1.0,4.833156108856201,0.1179087683558464,4.591334819793701,4.993758201599121,4.836311340332031,0.19038772583007812,-0.4174753427505493,-1.048072338104248,0.006171733959385228,0.4024233818054199,0.00843863096088171,0.012657789513468742,29,4.829290866851807,4.993758201599121
S11,window31,31,2,meditation,4,4740.0,4800.0,1.0,2.5033576488494873,0.020771218463778496,2.4639511108398438,2.547102928161621,2.502329111099243,0.0319819450378418,0.24086952209472656,-0.9813902378082275,-0.0011705058186304161,0.08315181732177734,0.003382796421647072,0.004547314252704382,43,2.5053038597106934,2.545823097229004
S11,window32,32,2,meditation,4,4800.0,4860.0,1.0,2.4524433612823486,0.014816886745393276,2.419178009033203,2.478023052215576,2.4524381160736084,0.026864051818847656,-0.1447223573923111,-1.2254570722579956,-0.0008272990718641739,0.05884504318237305,0.0033453258220106363,0.004591545555740595,46,2.454301595687866,2.478023052215576
S11,window33,33,2,meditation,4,4860.0,4920.0,1.0,2.406374216079712,0.011470516212284565,2.3820788860321045,2.429410934448242,2.4063849449157715,0.017910003662109375,0.1788778454065323,-0.9393420219421387,-0.0006354735475830145,0.047332048416137695,0.003302468452602625,0.004127822816371918,47,2.4091885089874268,2.429410934448242
S11,window34,34,2,meditation,4,4920.0,4980.0,1.0,2.3702194690704346,0.00992874801158905,2.3283510208129883,2.392313003540039,2.370565891265869,0.014071941375732422,-0.06399085372686386,0.24477362632751465,-0.0002880254804526361,0.06396198272705078,0.0038431109860539436,0.0063758292235434055,42,2.373337507247925,2.392313003540039
S11,window35,35,2,meditation,4,4980.0,5040.0,1.0,2.338963031768799,0.013528257608413696,2.3117198944091797,2.3654489517211914,2.3385848999023438,0.02302694320678711,0.13590863347053528,-1.157525658607483,-0.0007599847561249562,0.05372905731201172,0.0027458188124001026,0.003592074615880847,45,2.3413991928100586,2.3654489517211914
S13,window1,1,0,baseline,1,120.0,180.0,1.0,8.109145164489746,0.11182624101638794,7.508468151092529,8.291369438171387,8.126985549926758,0.13624048233032227,-1.9184839725494385,6.560047149658203,-0.0016784401191941088,0.7829012870788574,0.030402304604649544,0.06944599002599716,43,8.144225120544434,8.291369438171387
S13,window2,2,0,baseline,1,180.0,240.0,1.0,7.980159282684326,0.08805836737155914,7.818047046661377,8.281135559082031,7.963881015777588,0.0981825590133667,1.0913723707199097,1.5669317245483398,-0.0010539751122893204,0.4630885124206543,0.017079802230000496,0.029522482305765152,40,7.984860420227051,8.281135559082031
S13,window3,3,0,baseline,1,240.0,300.0,1.0,7.652620315551758,0.17058023810386658,7.241454124450684,7.943412780761719,7.65622091293335,0.20915746688842773,-0.44091254472732544,-0.24962139129638672,-0.009316661060306557,0.7019586563110352,0.01484394446015358,0.02401403710246086,40,7.665022373199463,7.9357380867004395
S13,window4,4,0,baseline,1,300.0,360.0,1.0,6.899343967437744,0.23303692042827606,6.348373889923096,7.321313858032227,6.9420166015625,0.33349645137786865,-0.4184788465499878,-0.34293603897094727,-0.009941651476375584,0.9729399681091309,0.024750079959630966,0.046409402042627335,42,6.920963287353516,7.321313858032227
S13,window5,5,0,baseline,1,360.0,420.0,1.0,6.540965557098389,0.18939733505249023,5.9722747802734375,6.78331995010376,6.622774124145508,0.32524991035461426,-0.6024929285049438,-0.8342423439025879,-0.00985116947938816,0.8110451698303223,0.01719764992594719,0.03274722397327423,42,6.551592826843262,6.78331995010376
S13,window6,6,0,baseline,1,420.0,480.0,1.0,5.982531547546387,0.21123524010181427,5.523698806762695,6.295087814331055,6.026445388793945,0.35007333755493164,-0.6185631155967712,-0.9686040878295898,-0.011146063912992898,0.7713890075683594,0.026111459359526634,0.05594606325030327,37,6.046006679534912,6.295087814331055
S13,window7,7,0,baseline,1,480.0,540.0,1.0,5.5472259521484375,0.12603674829006195,5.252814769744873,5.7475690841674805,5.521780490875244,0.21651685237884521,0.23779480159282684,-1.053960919380188,-0.005962662466776977,0.4947543144226074,0.014702090993523598,0.026739545166492462,40,5.568016052246094,5.7475690841674805
S13,window8,8,0,baseline,1,540.0,600.0,1.0,5.203589916229248,0.13788333535194397,4.971378803253174,5.426793098449707,5.1882123947143555,0.2555304765701294,0.06803607195615768,-1.373071312904358,-0.007922557330851367,0.4554142951965332,0.005245422013103962,0.007068993989378214,44,5.198475360870361,5.426793098449707
S13,window9,9,0,baseline,1,600.0,660.0,1.0,4.756421089172363,0.15978775918483734,4.268962860107422,4.9841718673706055,4.754538059234619,0.22162985801696777,-0.6609678268432617,0.02489495277404785,-0.008742947246376902,0.7152090072631836,0.01221479196101427,0.0282692052423954,36,4.791978359222412,4.979054927825928
S13,window10,10,0,baseline,1,660.0,720.0,1.0,4.416191577911377,0.35013025999069214,2.841262102127075,5.3046159744262695,4.357871055603027,0.3806006908416748,-0.4578043818473816,2.7154722213745117,-0.005106338532998068,2.4633538722991943,0.03871523588895798,0.0964023694396019,29,4.471644878387451,5.3046159744262695
S13,window11,11,0,baseline,1,720.0,780.0,1.0,4.120057582855225,0.1687174290418625,3.6626880168914795,4.416077136993408,4.1289753913879395,0.2311345338821411,-0.6477075219154358,-0.356553316116333,-0.005844506250636264,0.7533891201019287,0.024733608588576317,0.05732334032654762,38,4.136011123657227,4.3930511474609375
S13,window12,12,0,baseline,1,780.0,840.0,1.0,3.9802517890930176,0.064384825527668,3.4925479888916016,4.127057075500488,3.9863390922546387,0.053408682346343994,-2.0274415016174316,12.888907432556152,-0.0028752729870751177,0.6345090866088867,0.009115362539887428,0.03240954503417015,39,3.9914557933807373,4.127057075500488
S13,window13,13,0,baseline,1,840.0,900.0,1.0,3.7447736263275146,0.06581667065620422,3.655013084411621,3.877603054046631,3.7330470085144043,0.09530359506607056,0.5282362103462219,-0.9898910522460938,-0.003670709755158336,0.22258996963500977,0.0047476631589233875,0.006804929114878178,42,3.748337507247925,3.877603054046631
S13,window14,14,0,baseline,1,900.0,960.0,1.0,3.5811266899108887,0.044201698154211044,3.441378116607666,3.6678049564361572,3.5743465423583984,0.060591042041778564,0.044653113931417465,-0.5256867408752441,-0.002151834046038295,0.2264268398284912,0.005111029837280512,0.008302602916955948,41,3.589600086212158,3.6626880168914795
S13,window15,15,0,baseline,1,960.0,1020.0,1.0,3.5784199237823486,0.05494482442736626,3.4156460762023926,3.70475697517395,3.578111171722412,0.09114605188369751,0.12631633877754211,-0.8225209712982178,0.0016796506674981442,0.2891108989715576,0.008226805366575718,0.016670212149620056,38,3.579693555831909,3.70475697517395
S13,window16,16,0,baseline,1,1020.0,1080.0,1.0,3.520416736602783,0.0486028678715229,3.384943962097168,3.6254429817199707,3.514147996902466,0.07707482576370239,0.39008060097694397,-0.5158991813659668,-0.002702418725381608,0.24049901962280273,0.00445865374058485,0.00759640708565712,43,3.52467942237854,3.6254429817199707
