subject,window,window_index,status,status_name,label_major,t_start_sec,t_end_sec,major_ratio,bvp_missing_ratio,acc_missing_ratio,missing_flag,flatline_flag,clipping_ratio,clipping_flag,n_peaks,peak_sparse_flag,ibi_pass_ratio,valid_beat_ratio,ibi_plausibility,ibi_mean_sec,median_template_corr,notch_foot_peak_detectability,acc_diff_mean,acc_diff_exceed_ratio,acc_diff_flag,psd_corr_x,psd_corr_y,psd_corr_z,psd_corr_mag,psd_corr_max,psd_corr_flag,motion_score_raw,motion_score,SQI_stress_basic,SQI_stress_morph,hard_reject,motion_threshold_subject_p80,qc_relaxed_pass,TPV22,TPV9,TPV4,TPV2,TPV0,TPV28,TPV8,TPV19,TPV14,TPV26,TPV11,acc_diff_threshold_subject,acc_diff_flag_subject
S10,window15,15,0,baseline,1,960.0,1020.0,1.0,0.0,0.0,0,0,0.0216145833333333,0,90,0,1.0,0.9325842696629212,1.0,0.6702949438202247,0.9851223062446506,1.0,0.1624821871519088,0.252735799895779,1,0.6434672923309228,0.6500141576270981,0.432863785785075,0.3957847080113357,0.6500141576270981,0,0.189078077673912,0.189078077673912,0.8496625919711724,0.786977779786127,1,1.0,0,901.0,0.0052767917513847,0.0061516952700912,0.0410822741687297,0.0349305756390094,0.0079979123547673,0.0027255788445472,0.0224111396819353,0.0186065100133419,5.972594738006592,30.190975189208984,1.3115599155426025,0
S10,window16,16,0,baseline,1,1020.0,1080.0,1.0,0.0,0.0,0,0,0.0205729166666666,0,95,0,1.0,0.9893617021276596,1.0,0.6308178191489362,0.9786382738494634,1.0,0.378560721874237,0.3903074517978113,1,0.5690833912900614,0.320878920350682,0.5651034890735313,0.6413777934516627,0.6413777934516627,0,0.5725576877593994,0.5725576877593994,0.8320803942299629,0.4189103913412644,1,1.0,0,884.0,0.0042138313874602,0.0077007706277072,0.0543764531612396,0.046675682067871,0.0119079267606139,0.0019766800105571,0.016300193965435,0.0132830487564206,5.307644367218018,112.95993041992188,1.3115599155426025,0
S10,window17,17,0,baseline,1,1080.0,1140.0,1.0,0.0,0.0,0,0,0.02109375,0,102,0,1.0,0.9504950495049505,1.0,0.5895730198019802,0.9694647103641848,0.9960647821426392,0.5252619981765747,0.3590411672746222,1,0.8647249355097837,0.8072604904244205,0.8045591293967412,0.6181416828680752,0.8647249355097837,0,0.9078391790390016,0.9078391790390016,0.7802535150073354,0.0686917089391896,1,1.0,0,927.0,0.0024511897936463,0.0058203591033816,0.0385275334119796,0.0327071733772754,0.0095182545483112,0.0011146031320095,0.0090476600453257,0.0077206538990139,5.146522521972656,72.11927795410156,1.3115599155426025,0
S10,window18,18,0,baseline,1,1140.0,1200.0,1.0,0.0,0.0,0,0,0.0221354166666666,0,93,0,1.0,0.8260869565217391,1.0,0.6462296195652174,0.9441794471775568,1.0,1.0750102996826172,0.6508598228243877,1,0.775454057985679,0.733203154471963,0.7725209289297373,0.4906636645793226,0.775454057985679,0,1.8808491230010984,1.0,0.7136886167619626,-0.066129051249089,1,1.0,0,921.0,0.00570800434798,0.006563410628587,0.0421384684741497,0.0355750583112239,0.008819599635899,0.0025997385382652,0.0205257628113031,0.0175866112112998,5.9513020515441895,33.26953125,1.3115599155426025,0
S10,window19,19,0,baseline,1,1200.0,1260.0,1.0,0.0,0.0,0,0,0.02109375,0,101,0,1.0,0.87,1.0,0.5953125,0.975141349885762,1.0,0.7862087488174438,0.6102136529442418,1,0.6307927272704229,0.7261040102684904,0.7298960960836502,0.7538633311915511,0.7538633311915511,0,1.0932884216308594,1.0,0.7405424049657287,-0.0452146625285594,1,1.0,0,866.0,0.0063551380299031,0.0075865667313337,0.0489883199334144,0.0414017550647258,0.0105580957606434,0.0026965152937918,0.0214729234576225,0.0179696045815944,5.747260570526123,89.08979797363281,1.3115599155426025,0
S10,window22,22,1,stress,2,3360.0,3420.0,1.0,0.0,0.0,0,0,0.02109375,0,99,0,1.0,0.8061224489795918,1.0,0.5980548469387755,0.820048012172848,0.9035977721214294,1.0651530027389526,0.5320479416362689,1,-0.4827919721038236,0.7067692218980393,0.8673126383033517,-0.2939066341814597,0.8673126383033517,0,2.218050479888916,1.0,0.6684633832436911,-0.1272518192325531,1,1.0,0,918.0,0.0053663682192564,0.0071310820057988,0.0449405051767826,0.037809420377016,0.0102198217064142,0.0022005380596965,0.0167041812092065,0.0138017293065786,5.734622955322266,93.03900146484376,1.3115599155426025,0
S10,window23,23,1,stress,2,3420.0,3480.0,1.0,0.0,0.0,0,0,0.0216145833333333,0,103,0,1.0,0.6862745098039216,1.0,0.5787377450980392,0.7725318036153257,0.8964257836341858,1.0514315366744995,0.5523710265763419,1,-0.0284638666454264,0.6581574558916571,0.7290924168073246,0.0461251516218177,0.7290924168073246,0,2.347795009613037,1.0,0.6062693450061664,-0.1768782502464456,1,1.0,0,943.0,0.0042303544469177,0.0064779347740113,0.0445770248770713,0.0380990877747535,0.0094372387975454,0.00215136539191,0.0170486122369766,0.0139252208173275,5.542977333068848,171.6593017578125,1.3115599155426025,0
S10,window24,24,1,stress,2,3480.0,3540.0,1.0,0.0,0.0,0,0,0.0216145833333333,0,98,0,1.0,0.8350515463917526,1.0,0.6105025773195877,0.8495608423707416,0.93021959066391,0.8824843168258667,0.426784783741532,1,0.7730697829797006,0.6695474134493692,0.8086313713472211,0.8568148114685299,0.8568148114685299,0,2.061665296554565,1.0,0.6888888712679236,-0.1045394278238114,1,1.0,0,979.0,0.0044448841363191,0.0055755130015313,0.0427262969315052,0.0371507816016674,0.0076826908625662,0.0021746531128883,0.0159246884286403,0.013289863243699,5.85188627243042,125.80126190185548,1.3115599155426025,0
S10,window25,25,1,stress,2,3540.0,3600.0,1.0,0.0,0.0,0,0,0.0213541666666666,0,98,0,1.0,0.8762886597938144,1.0,0.6140463917525774,0.838512179164128,0.8587006032466888,0.622002899646759,0.5455966649296509,1,-0.063667296486095,0.7239062179283232,0.7850672321772527,-0.6327916460538686,0.7850672321772527,0,0.9256017804145812,0.9256017804145812,0.7095089396253061,-0.0384119868737327,1,1.0,0,970.0,0.0030493633821606,0.0062606483697891,0.0430018194019794,0.0367411710321903,0.0099221812561154,0.001368447439745,0.0104158613830804,0.0085667958483099,5.36549186706543,63.1867561340332,1.3115599155426025,0
S10,window26,26,1,stress,2,3600.0,3660.0,1.0,0.0,0.0,0,0,0.0208333333333333,0,103,0,1.0,0.7647058823529411,1.0,0.5845588235294118,0.7376587133636574,0.9080756902694702,0.5241997241973877,0.4179260031266285,1,0.1466626037092187,0.7492487711814455,0.6314077921851278,0.0352828785155249,0.7492487711814455,0,1.316064715385437,1.0,0.6271799669502737,-0.1591546343858357,1,1.0,0,965.0,0.0048140324652194,0.0058392793871462,0.0416044034063816,0.0357651226222515,0.0078398501500487,0.0024677268229424,0.0190345905721187,0.0154769886285066,5.841882228851318,153.5889434814453,1.3115599155426025,0
S10,window27,27,1,stress,2,3660.0,3720.0,1.0,0.0,0.0,0,0,0.021875,0,106,0,1.0,0.9047619047619048,1.0,0.5632440476190477,0.9063317214410348,0.9676539301872252,0.1022043079137802,0.2402292860865033,1,-0.1856510711293454,0.1409806471790713,0.3093969388756697,0.0089996647789789,0.3093969388756697,0,0.1069288626313209,0.1069288626313209,0.8231113920739404,0.8329961217043156,1,1.0,0,967.0,0.0076973000541329,0.007903030142188,0.0478209592401981,0.0399179272353649,0.0095262071117758,0.0041529592126607,0.0327418781816959,0.027817778289318,6.207658767700195,22.984066009521484,1.3115599155426025,0
S10,window28,28,1,stress,2,3720.0,3780.0,1.0,0.0,0.0,0,0,0.0213541666666666,0,103,0,1.0,0.803921568627451,1.0,0.5758272058823529,0.8151480376364342,0.9154745936393738,0.4472268223762512,0.3793642522146951,1,0.0831364248278116,0.453477780111974,0.7241889928407083,-0.5477944828924836,0.7241889928407083,0,0.6906446218490601,0.6906446218490601,0.6970485765570046,0.1831875065581272,1,1.0,0,926.0,0.0062801763415336,0.007461124099791,0.050382450222969,0.0429213233292102,0.0102223865687847,0.0026549673639237,0.0205027181655168,0.0167681165039539,5.862689018249512,65.94587707519531,1.3115599155426025,0
S10,window29,29,1,stress,2,3780.0,3840.0,1.0,0.0,0.0,0,0,0.0223958333333333,0,96,0,1.0,0.8315789473684211,1.0,0.6259868421052631,0.9160368792606304,0.9465643763542176,0.3916764855384826,0.5997915581031787,1,-0.4059701451494277,0.0226803203343084,0.6147547151413207,-0.3127017104784677,0.6147547151413207,0,0.5869584083557129,0.5869584083557129,0.7487468018899861,0.3281655897585254,1,1.0,0,947.0,0.0061204535886645,0.0072191311046481,0.0468919873237609,0.0396728552877903,0.009493688121438,0.0030097812414169,0.0250551886856555,0.0209168959408998,5.973315715789795,80.19669342041016,1.3115599155426025,0
S10,window30,30,1,stress,2,3840.0,3900.0,1.0,0.0,0.0,0,0,0.0221354166666666,0,97,0,1.0,0.7604166666666666,1.0,0.6144205729166666,0.8341387746826572,0.9305219650268556,0.6511131525039673,0.5747785304846275,1,0.3040257096454721,0.6248682680879113,0.3216309746348232,-0.2341380424314401,0.6248682680879113,0,1.2527073621749878,1.0,0.6544082990714638,-0.1307098150726218,1,1.0,0,961.0,0.0067030349746346,0.0077125327661633,0.0481425672769546,0.0404300317168235,0.0105948150157928,0.0030618775635957,0.024486755952239,0.0202030409127473,5.848573207855225,64.10542297363281,1.3115599155426025,0
S10,window32,32,2,meditation,4,4980.0,5040.0,1.0,0.0,0.0,0,0,0.0247395833333333,0,76,0,1.0,0.9333333333333332,1.0,0.7829166666666667,0.9163924670529504,0.4267874658107757,0.4235692322254181,0.7264200104220948,1,-0.1773900671980881,0.1207116897551184,0.0804391251129379,-0.1526080664429109,0.1207116897551184,0,0.3777764141559601,0.3777764141559601,0.8104734320336225,0.4380185690599714,1,1.0,0,943.0,0.0059286542236804,0.0059915944002568,0.036264918744564,0.0302733238786458,0.0069260336458683,0.0034004840999841,0.0279551465064287,0.0228581074625253,6.216527462005615,110.22541809082033,1.3115599155426025,0
S10,window33,33,2,meditation,4,5040.0,5100.0,1.0,0.0,0.0,0,0,0.0244791666666666,0,77,0,1.0,0.9605263157894736,1.0,0.7835115131578947,0.9178564274353102,0.4488066732883453,0.4070274531841278,0.7180823345492444,1,-0.0497112322638819,0.1885021471150783,0.3088880308170801,-0.0834393944956701,0.3088880308170801,0,0.376482218503952,0.376482218503952,0.8219192326959873,0.4533414514138039,1,1.0,0,890.0,0.0064053889364004,0.0056834635324776,0.0343359932303428,0.0286525283008813,0.0066181290894746,0.0030630636028945,0.0268988497555255,0.0222298093140125,6.141435623168945,140.4866943359375,1.3115599155426025,0
S10,window34,34,2,meditation,4,5100.0,5160.0,1.0,0.0,0.0,0,0,0.02265625,0,79,0,1.0,0.8461538461538461,1.0,0.7548076923076923,0.7520026511229934,0.7760635018348694,0.3414237201213836,0.655549765502866,1,-0.0749679624240043,0.173840925459017,0.3256275591294145,-0.0685641165711876,0.3256275591294145,0,0.2764971554279327,0.2764971554279327,0.7364126182556432,0.5593655366576868,1,1.0,0,923.0,0.006580913439393,0.0062879314646124,0.0381243415176868,0.0318364091217517,0.0072452826425433,0.0035986173897981,0.0273927543312311,0.0228757690638303,6.208874702453613,62.08466339111328,1.3115599155426025,0
S10,window35,35,2,meditation,4,5160.0,5220.0,1.0,0.0,0.0,0,0,0.02265625,0,80,0,1.0,0.8354430379746836,1.0,0.7515822784810127,0.7309761711791264,0.8787283301353455,0.4015059769153595,0.6951537258989057,1,-0.1452883394451542,0.2188963439107741,0.220856319334466,-0.1474233964760301,0.220856319334466,0,0.3767675161361694,0.3767675161361694,0.7157933149299944,0.4762915205848537,1,1.0,0,922.0,0.0067840283736586,0.0066152955405414,0.0381509326398372,0.0315356366336345,0.0079667661339044,0.003428291529417,0.0284957755357027,0.0237910225987434,6.101581573486328,91.77812957763672,1.3115599155426025,0
S10,window36,36,2,meditation,4,5220.0,5280.0,1.0,0.0,0.0,0,0,0.0231770833333333,0,76,0,1.0,0.8933333333333333,1.0,0.7954166666666667,0.9657147518295368,0.2508163228631019,0.1439418643712997,0.2365815528921313,1,-0.1345629308327279,-0.1929649745804249,0.3302328286430139,-0.1434877272346536,0.3302328286430139,0,0.1637505143880844,0.1637505143880844,0.8306727074433858,0.6083822542850752,1,1.0,0,913.0,0.0065965903922915,0.0064600049518048,0.0375231243669986,0.0310631189495325,0.0075337230227887,0.0036022961139678,0.0277152955532073,0.0231274459511041,6.169139862060547,61.62128829956055,1.3115599155426025,0
S11,window1,1,0,baseline,1,120.0,180.0,1.0,0.0,0.0,0,0,0.0208333333333333,0,74,0,1.0,0.9041095890410958,1.0,0.8065068493150684,0.7471331542392831,0.8530943989753723,0.9820446372032166,0.5247524752475248,1,0.7058451899217333,0.8127616962222571,0.7848548203890467,0.6815325647006456,0.8127616962222571,0,2.1690382957458496,1.0,0.6857837818882232,-0.1287102349840074,1,1.0,0,930.0,0.006055031903088,0.0075254938565194,0.0469394549727439,0.039413958787918,0.0103615382686257,0.002961928024888,0.0227287113666534,0.0191574059426784,5.756221771240234,188.38531494140625,5.390367698669436,0
S11,window2,2,0,baseline,1,180.0,240.0,1.0,0.0,0.0,0,0,0.0244791666666666,0,76,0,1.0,0.9333333333333332,1.0,0.7816666666666666,0.8440315370640608,1.0,0.2766568064689636,0.5273579989577906,1,-0.1804280761012988,-0.413424422995805,0.1458367789649406,-0.4816543528281315,0.1458367789649406,0,0.2928869426250458,0.2928869426250458,0.797254100190047,0.6481209416409695,1,1.0,0,858.0,0.0049959337338805,0.005194382276386,0.0304125919938087,0.0252182092517614,0.0064826882444322,0.0024952758103609,0.0204005576670169,0.017111262306571,5.967034816741943,181.7566375732422,5.390367698669436,0
S11,window3,3,0,baseline,1,240.0,300.0,1.0,0.0,0.0,0,0,0.0244791666666666,0,76,0,1.0,0.84,1.0,0.793125,0.9586699551515642,1.0,0.4820152819156647,0.4762897342365815,1,0.7375052321436981,0.5735388541223155,0.7117318626281199,0.6566578976497321,0.7375052321436981,0,0.6322779059410095,0.6322779059410095,0.7603731959513682,0.3093895828468815,1,1.0,0,890.0,0.0058277565985918,0.0059664044529199,0.0350427292287349,0.0290763229131698,0.0077136596664786,0.0026768152602016,0.0231450796127319,0.019728384912014,5.9789581298828125,45.27189254760742,5.390367698669436,0
S11,window4,4,0,baseline,1,300.0,360.0,1.0,0.0,0.0,0,0,0.0221354166666666,0,84,0,1.0,0.7590361445783133,1.0,0.7163027108433735,0.9707460032546008,1.0,0.8152263760566711,0.5831162063574779,1,0.8105352795728941,0.6952250713446296,0.7868649203489455,0.7707633405530202,0.8105352795728941,0,1.2159199714660645,1.0,0.6948382588077057,-0.0796026558128557,1,1.0,0,951.0,0.0067690094001591,0.0066161532886326,0.0435515418648719,0.0369353890419006,0.0079104639589786,0.0034115882590413,0.0286527629941701,0.0242664404213428,6.205082893371582,34.15573501586914,5.390367698669436,0
S11,window5,5,0,baseline,1,360.0,420.0,1.0,0.0,0.0,0,0,0.0231770833333333,0,75,0,1.0,0.945945945945946,1.0,0.7994087837837838,0.9852834924764968,1.0,0.5211766958236694,0.4971339239187076,1,0.7063961179025932,0.597642757942592,0.4813780499201782,0.4530536057922809,0.7063961179025932,0,0.699077844619751,0.699077844619751,0.8040556416593523,0.2810268122831569,1,1.0,0,915.0,0.0053126416169106,0.0063532791100442,0.0396425612270832,0.0332892835140228,0.0083494717255234,0.0027899844571948,0.0218085702508687,0.0179962571710348,5.902763366699219,136.21583557128906,5.390367698669436,0
S11,window6,6,0,baseline,1,420.0,480.0,1.0,0.0,0.0,0,0,0.0216145833333333,0,80,0,1.0,0.8607594936708861,1.0,0.7420886075949367,0.9816699413642176,1.0,1.042454481124878,0.7243355914538823,1,0.7564480373623079,0.7180084148630678,0.7016587014248817,0.7685550223959149,0.7685550223959149,0,1.4297417402267456,1.0,0.7388047798776197,-0.0463546665576797,1,1.0,0,870.0,0.0053479382768273,0.0061032706871628,0.0435867048799991,0.0374834351241588,0.0081919888034462,0.0023764981888234,0.0199831761419773,0.017042376101017,5.851917743682861,71.7633056640625,5.390367698669436,0
S11,window7,7,0,baseline,1,480.0,540.0,1.0,0.0,0.0,0,0,0.0223958333333333,0,79,0,1.0,0.6538461538461539,1.0,0.7566105769230769,0.6736184985067523,0.9804500341415404,1.372258543968201,0.805106826472121,1,0.8382673875333154,0.8284672512895137,0.8282489346812977,0.8447600511378655,0.8447600511378655,0,2.100287437438965,1.0,0.5636240110904872,-0.1903290206840806,1,1.0,0,913.0,0.006845274940133,0.0064976452849805,0.0404751598834991,0.0339775122702121,0.0081705451011657,0.0028963312506675,0.0278495568782091,0.0238175243139266,6.0758957862854,43.76387405395508,5.390367698669436,0
S11,window8,8,0,baseline,1,540.0,600.0,1.0,0.0,0.0,0,0,0.0221354166666666,0,77,0,1.0,0.881578947368421,1.0,0.7775493421052632,0.97346154458749,1.0,0.8203222155570984,0.6081292339760291,1,0.5756138374068315,0.6354407052617851,0.7341134478731423,0.6137000506786916,0.7341134478731423,0,1.744653582572937,1.0,0.7446700423236153,-0.0421609296426013,1,1.0,0,874.0,0.0052992533892393,0.0063889478333294,0.0434397831559181,0.0370508357882499,0.0087083531543612,0.0025945100933313,0.0201417095959186,0.0165350325405597,5.808078765869141,46.11111831665039,5.390367698669436,0
S11,window9,9,0,baseline,1,600.0,660.0,1.0,0.0,0.0,0,0,0.0236979166666666,0,72,0,1.0,0.943661971830986,1.0,0.8351672535211268,0.9848459461869432,1.0,0.2818614840507507,0.4137571651902032,1,0.6858557929642063,0.6865128832798051,0.7503238718852673,0.0146386645248301,0.7503238718852673,0,0.2316481322050094,0.2316481322050094,0.8497537593679765,0.7476619458910221,1,1.0,0,908.0,0.0048648798838257,0.0053258538246154,0.0315612852573394,0.026235431432724,0.0068118595518171,0.0024539828300476,0.0199094451963901,0.0165430009365081,6.012998104095459,71.66313934326172,5.390367698669436,0
S11,window10,10,0,baseline,1,660.0,720.0,1.0,0.0,0.0,0,0,0.0216145833333333,0,77,0,1.0,0.868421052631579,1.0,0.7833059210526315,0.9623801284166066,1.0,0.8227801322937012,0.5862428348097968,1,0.7800222471511962,0.7761541610950161,0.7551512448203758,0.8296670257930836,0.8296670257930836,0,1.1416115760803225,1.0,0.7360824595776135,-0.0488786521063746,1,1.0,0,884.0,0.0064815762452781,0.006896024569869,0.0417164899408817,0.0348204672336578,0.0087113520130515,0.0031678979285061,0.0240395870059728,0.0206900965422391,6.032614707946777,41.30128860473633,5.390367698669436,0
S11,window11,11,0,baseline,1,720.0,780.0,1.0,0.0,0.0,0,0,0.0216145833333333,0,76,0,1.0,0.76,1.0,0.789375,0.9042914277144982,1.0,1.088497519493103,0.7660239708181344,1,0.7763684143307332,0.7094970504113923,0.7576173522119856,0.5041542013701853,0.7763684143307332,0,1.7765573263168335,1.0,0.6752874283143494,-0.0959271430713755,1,1.0,0,875.0,0.0056026489473879,0.00597740476951,0.040416557341814,0.0344391539692878,0.0077211614698171,0.0025927741080522,0.0210609771311283,0.0176098439842462,5.980515956878662,26.66717529296875,5.390367698669436,0
S11,window13,13,0,baseline,1,840.0,900.0,1.0,0.0,0.0,0,0,0.0216145833333333,0,76,0,0.9866666666666668,0.72,0.9866666666666668,0.78375,0.7297712639880239,0.7637613415718079,1.5624970197677612,0.7665450755601876,1,0.8556331131751794,0.8448599175358146,0.8553908232808521,0.8377094733636754,0.8556331131751794,0,2.000595569610596,1.0,0.6042647125297406,-0.2132835152767087,1,1.0,0,927.0,0.0070558814331889,0.0070295580662786,0.043335422873497,0.0363058671355247,0.0087186638265848,0.0033362619578838,0.0302953924983739,0.0248628687113523,6.112200736999512,32.59199142456055,5.390367698669436,0
